id,titulo,ref,tipo,categoria,descricao,disponibilidade,preco,razao_social,cnpj,constituicao,tributacao,ativos,valor_estoque,produtos,servicos,fundacao,motivo_venda,vol_vendas_a_1,vol_vendas_a_2,vol_vendas_a_3,faturamento_mensal,lucro_bruto,margem_lucro,lucro_liquido,imovel,endividamento,condicoes_venda,numero_funcionarios,diferencial,endereco,endereco_complemento,endereco_bairro,cidade,estado,pais,_contato_responsavel,_contato_telefone,_contato_email,_contato_skype
1001,"BORTOLETTO COSMETICOS",,"Lojas Shopping",Comércio,,0,320000,"BORTOLETTO COSMETICOS EIRELI",20.489.750/0001-86,"Sociedade Simples",Simples,"RELACAO QUE PODE SER ENVIADA POR EMAIL DE TODA A ESTRUTURA - VALOR TOTAL DA ESTRUTURA R$ 180.554,00",70000,"PERFUMES, COSMÉTICOS, MAQUIAGEM, 
LINHA CAPILAR PROFISSIONAL","COMERCIO ","AGOSTO 2014",MUDANÇA,0,"194317,14","402939,41","33578,28","23504,80",70,"11504,79",2,"0,00","A NEGOCIAR",2,"PRODUTOS DE QUALIDADE - IMPORTADOS E PREÇO MUITO COMPETITIVO - LOJA MUITO BONITA - PONTO ESTRATÉGICO DENTRO DO SHOPPING PARK EUROPEU - É UM DOS SEGMENTOS QUE MAIS CRESCE NO MERCADO - MOTIVO DA VENDA É PELO FATO DE ESTAR MUDANDO DO ESTADO.   ","VIA EXPRESSA - PAUL FRITZ KUEHNRICH, 1600","SALA 1070","ITOUPAVA NORTE",Blumenau,"Santa Catarina",Brasil,"MARILENE AVELINO JOAQUIM","(47) 8849 9539",mari@ellitepisos.com.br,
1002,"Ceramica Salvan",,Indústria,Indústria,,0,7000000,"Ceramica Salvan",11.289.373/0001-40,"Sociedade Limitada","Lucro Presumido","MAROMBA,AUTOMATISMO DE CARGA,VAGAO TUNEL,FORNO CONTINUO,ESCAVADEIRA,CARREGADEIRA",,TIJOLOS,CONSTRUTORA,2007,APOSENTADORIA,7200000,6900000,7000000,600000,210000,35,,1,,"ACEITAMOS IMOVEIS ",35,,"Rua 20 de Maio",,Centro,"Litoral Sul","Santa Catarina",Brasil,Marzinho,4834341162,ceramica@salvan.com.br,
1003,"Vendo Saladaria Delivery",,Restaurantes,Comércio,,0,110000,"Saladavel Saladaria Delivery ltda",21.398.915/0001-77,"Sociedade Limitada",Simples,"refrigerador, cozinha completa, balcões e recepção",1000,"saladas elaboradas","delivery de saladas, sopas e sucos. Linha saudavel",2015,"Sociedade em outra empresa",0,0,280000,20000,9000,40,8500,2,"não há","a combinar",02,"Primeira e única saladaria da cidade! ótima aceitação dos nosso produtos, principalmente para área medica. Carteira de cliente formada. Empresa nova com possibilidade expansão para loja e para ser franqueadora, pois já existe interessados em Florianopolis","Carlos Bianchinni sala1026 Centro Comercial Carlos Bianchinhi","Cidade Caxias do Sul","Santa Catarina",Outras,"Rio Grande do Sul",Brasil,"Rosmari Prezzi","54 35388808",contato@saladaveis.com.br,
1004,"gafieira café e bar",,"Bares e Lanchonetes",Comércio,,0,150000,"salles soares bar tlda",22.802.659/0001-02,"Sociedade Simples",Simples,,,"saltenhas, empanados, quiches, sanduíches diversos, petiscos de bar, doces diversos, sucos, chopps e cervejas nacionais e importadas. ",,2015,"Falta de tempo para se dedicar ao negocio. Devido a 3 empresas que tenho.",0,0,40000,12000,0,100,,2,"0,00","50 mil de entrada + 10x 10 mil ou 60 mil para participar como sócio.
",2,"Ambiente muito agradável, anexo a Escola de Dança Kirinus. Os cafés, sanduíches e doces são os melhores da região, além da variedade de petiscos de bar no happy hour. A casa possui chopp e musica de qualidade.","Rua lauro Linhares, 1335",casa,trindade,Florianópolis,"Santa Catarina",Brasil,"fabiano salles soares","(48) 9900-0001",fabiano_salles@hotmail.com,fabiano.salles.soares
1005,"IBEP - POS GRADUAÇÃO,PREPARATORIO PARA CONCURSOS /PAS/ENEM",,Escolas,Serviços,,0,300000,IBEP,21.462.272/0001-83,"Sociedade Simples",Simples,completa,10,completa,eduacacional,1998,socio,10,10,10,300000,180000,35,40000,2,nao,50%,08,"localizaçao e tempo de mercado","QE 04 CONJ. E LOTE 174","GUARA 01","GUARA 01 -",Outras,"Distrito Federal",Brasil,"SERGIO PAIM","61 33810204 / 33810403",sergio.paim2@gmail.com,000
1006,PÉROLA,,"Padarias e Confeitarias",Comércio,,0,350000,"PEROLA COM GEN ALIM",07.271.435/0001-10,"Sociedade Limitada",Simples,"PADARIA COMPLETA A LISTA DE EQUIPAMENTO E EXTENSA",15000,"PADARIA CONFEITARIA E RESTAURANTE",,2005,"PRETENÇÃO DE MUDANÇA DE ESTADO PARA PROXIMIDADE COM FAMILIA",1400000,1400000,130000,110000,40000,35,18000,2,,,8,"TEMOS AGREGADO PADARIA CONFEITARIA E RESTAURANTE MESMO AMBIENTE COM BUFFET DE CAFÉ DE MANHA E A TARDE E CHURRASCO NO ALMOÇO","AV MAURO RAMOS 1235",,CENTRO,Florianópolis,"Santa Catarina",Brasil,PATRICIA/OSVALDO,"048 30281750",PEROLARESTAURANTE@UOL.COM.BR,
1007,"[OPORTUNIDADE] Venda Ecommerce Produtos Automotivos + Estoque Inicial",,"Auto Center",Comércio,,0,80000,"CLAUDIO KRAETZER JUNIOR ME",20.100.016/0001-83,"Sociedade Simples",Simples,"01 Mesa + 01 Balcão + 02 expositores + 01 cadeira + 01 telefone + 01 armário multiuso + (Não incluso no valor total: 20 prateleiras de aço)",75000,Automotivo,,Nov/2014,"Mudança de Estado",0,25000,250000,20000,20000,50,,2,,,02,"Ecommerce (Registro + Plataforma com cerca de 400 produtos cadastrados + Carteira de Clientes Ativos + E-mail marketing e mídias sociais); Loja Comercial em Blumenau (Carteira de Clientes Ativos + Estoque inicial com as melhores marcas)","RUA DOIS DE SETEMBRO, 1330",,"ITOUPAVA NORTE",Blumenau,"Santa Catarina",Brasil,CLÁUDIO,4732856031,camila@automotivastore.com.br,
1008,"Empresa de velas",,Indústria,Indústria,,0,150000,"Comercio e representações wilwert",79.492.385/0001-01,"Sociedade Simples",Simples,"7 maquinários, sendo 2 novos ",,"6 modelos ",,,"Aposentadoria ",380000,420000,438000,35000,14000,70,9800,1,,"Venda total da empresa, comprador leva maquinários, formulas secretas, carteira de clientes mais 300 todos de confiança, ferramentas de trabalho, estoque de matéria-prima ",,"Produtos velas decorativas, praticamente sem concorrentes diretos e índice de inadimplência dos clientes muito baixo","Campos novos 215",,Garcia,Blumenau,"Santa Catarina",Brasil,"Paulo Wilwert",4733242002,andrewi@ig.com.br,
1009,"Farmácia - Oportunidade",,Medicamentos,Comércio,,0,160000,"Gisele Liane Nass - EPP",82.962.713/0001-09,"Sociedade Simples",Simples,"balcões, gôndolas, prateleiras, computadores, ar-condicionado, ",60000,"medicamentos,perfumarias,cosméticos,correlatos","Atendimentos em geral, aplicação de injetáveis,aferição de pressão arterial, colocação de brincos, exame de glicemia capilar",1991,"Mudança de endereço",290000,310000,333000,28000,12600,45,6500,2,nenhum,,01,"Única farmácia a fazer prestação de serviços na região","Rua Valmor Harger, 20",,"Costa e Silva",Joinville,"Santa Catarina",Brasil,"Adilson Nass",(4703473-8855,farnass@ig.com.br,
1010,"FUNDIÇÂO DE FERRO E AÇO - METALURGIA",,Indústria,Indústria,,0,8000000,"Forcast Metalurgia Ltda",04.058.870/0001-72,"Sociedade Limitada","Lucro Real",,,"Peças fundidas em ferro e aço",,2012,"Incompatibilidade com outros negócios da família",5000000,6800000,4100000,400000,10000,1,,1,,,35,"Prazo de entrega diferenciado e flexibilidade na linha de produção","Rua Carlos Dreher Neto, 1100",,"Vila Nova",Outras,"Rio Grande do Sul",Brasil,"Giancarlo Foresti","54 2105 7878",gian@forcast.com.br,
1011,"Vende se umas das 10 maiores marcas de Fast Food de Franquias do Brasil",,Outras,Serviços,,0,15000000,"Mix Potato Franquias ",20.508.959/0001-40,"Sociedade Limitada","Lucro Presumido","Estamos vendendo apenas a marca em forma de Franquia Master para o Brasil.",0,Franquias,Franchising,2005,"Expansão nos EUA/DUBAI/JAPÂO",5000000,4000000,3500000,300000,250000,70%,200000,2,0,"venda 100% das cotas para Franquia Master no Brasil.
Ou 20% das cotas, porém sem o desconto.
Marca avaliada hoje em 30 milhões","8 Terceirizados ","Ágio de crescimento devido ao produto ser o melhor do mercado.
Atingimos um ágio de ate 36% de crescimento ao ano. 
Ótima aceitação do produtos.
5 Modelos de negócio com investimento baixo e retorno rápido para o investidor.","Heitor Nascimento 196","Sala 16","JD Morumbi",Outras,"São Paulo",Brasil,Carvalho,17997594080,ademir.carvalho@mixpotato.com.br,
1012,Supermercado,,"Supermercados - Mercado",Comércio,,0,3500000,"Supermercado Qualidade Boa Praça LTDA",17.904.248/0001-80,"Sociedade Limitada","Lucro Real","Fazer levantamento",,Alimenticios,,,"Vontade de morar em outro país.",16000000,16000000,16000000,1350000,420000,30,90000000,2,"250.000,00","40% entrada e restante parcelado com garantia",70,"Rede constituidas por 5 lojas estrategicamente localizadas e com decadas no ponto comercial.
Totalmente estruturado administrativamente.","Av. José Luis da Cunha, 560",,Alvorada,Outras,"Minas Gerais",Brasil,Juliano,31991371000,qualidadebp@gmil.com,
1013,"Vendo empresa de criação e comercialização de Cartões Comemorativos. Baixo Custo, Ótimo Retorno.",,Atacadistas,Comércio,,0,50000,"Smile House Comércio de Presentes Ltda.",12.788.225/0001-33,"Sociedade Limitada",Simples,"Cartões comemorativos para todas as ocasiões, site completo, 3 marcas diferentes atuando em diferentes segmentos, expositores, etc.",25000,"Cartões para todas as ocasiões e para datas comemorativas","Não presta serviços",2011,"Outras atividades. Sem tempo para dedicar ao negócio.",56000,97000,0,7000,3500,30,2000,0,,,0,"Modelo de negócio de baixo custo. Segmento tradicional com possiblidade de aumentar o mercado de atuação. Produtos de qualidade e marca conhecida na região.","Rua do Inga, 219",,Barreirinha,Curitiba,Paraná,Brasil,"Gustavo ",4196618066,gustavo@smilehouse.com.br,
1014,"KORDAS & kORDAS",,Indústria,Indústria,,0,160000,"Roberto Fiuza Lima Industria de Cordas ME ",20.994.127/0001-80,"Sociedade Simples",Simples,"22 trançadeiras modelo 87 marca:fusotec 
10 trançadeiras modelo 56 marca:fusotec
3 bancadas torcedeiras com motor3hp 
1 máquina roca 
1 máquina seladora
1 máquina controladora de medidas
1 espuladeira 5 cabeças
1 espuladeira 3 cabeças
1 roquinha
",,,"Fabricação de cordas ",2014,"Mudança de Ramo ",0,0,0,0,0,000,,2,,,,,"Ra: São leopoldo 78","galpão ",Aririu,Outras,"Santa Catarina",Brasil,"Roberto Fiuza",4899977451,kordasekordas@yahoo.com.br,
1016,"Loja SWG - Swag Store",,"Lojas de Roupas",Comércio,,0,250000,"Swg comercio de roupas e acessorios de vestuario ltda me",22.557.699/0001-28,"Sociedade Limitada",Simples,"Computador, impressora nao fiscal, prateleiras, amplificador sonoro, cabides, araras, 3 manequins e estoque de roupas. Acesse www.instagram.com/lojaswg",250000,"Confecção e calcados unissex e acessorios (bones e chapéus. ",,2015,"A loja e super conceitual mas infelizmente não estou conseguindo administrar devido a já ser proprietário de uma outra rede multimarcas. A loja SWG tem grande potencial para virar franquia se for administrada pela pessoa certa.",0,0,300000,40000,28000,100,10000,2,"Sem empreatimo","Inicialmente a loja esta a venda para pagamento a vista mas podendo negociar o parcelamento em 2x. Não estou interessado em sociedade apenas  a venda.",5,"A Loja SWG esta em franco crescimento e e o diferencial esta justamente no apelo visual que a loja tem. Já possuo uma outra rede de lojas multimarcas e todos falam que a SWG é muito melhor que a minha rede atual. Infelizmente não estou capitalizado.","Estrada do monteiro 1200 loja 206l",,"Campo grande ",Outras,"Rio de Janeiro",Brasil,"Flavio Augusto","21 2414-7009",Lojaswgrj@gmail.com,
1017,"Estúdio Fotográfico",,Outras,Serviços,,0,70000,"Agape Comercio Fotografico ltda",11.265.153/0001-87,"Sociedade Simples",Simples,"Móveis, Equipamentos de Fotografia, Computadores, servidores, ar condicionados, Equiptos para Fotoprodutos",2300,"portas retratos, álbuns, fotoprodutos","Books, Fotolivros, Fotorevistas, revelações, ampliações, quadros, etc...",28/09/2009,"Baixa de Faturamento e mudança para os EUA",708000,443000,284000,35000,19000,32%,11000,2,"R$ 25.000,00","A vista ou Entrada + parcelamento","4 funcionários","Produtos Personalizados.","Rua Blumenau, 3040","sala 01 e 02","Santo Antonio",Joinville,"Santa Catarina",Brasil,Gilvano,"47 8838-2073",gilvano.cabral@hotmail.com,
1018,"POSTO  DE COMBUSTÍVEL  BR-101/ALAGOAS",,"Postos de Combustível",Comércio,,0,2650000,"DBS AUTO POSTO",06.346.976/0002-88,"Sociedade Limitada","Lucro Presumido","IMOVEL  ÀREA  DE  18.000 MTS², 04 BOMBAS  DE COMBUSTIVEIS  03 TANQUES., CUSRRACARIA ESCRITORIO  COM 03  SALAS., DIC. DE LAVAVEM PARA CARRETAS. POSTO  BANDEIRA IPIRANGA;  COM  CTF.",155000,"DIEESEL S-500, S-10, GASOLINA E ETANOL.","LAVAGEM DE CARRETAS,  BI-TRENS E  AUTOMÓVEIS, E, BORRACHARIA.",2008,"DIFICULDADES  FINANCEIRAS,  EMPRESAS ADMINISTRADA  POR FUNCIONARIOS E  FAMILIARES.",9600000,4300000,3000000,250000,25000,10,15000,1,"R$1.350.000,00","A  VISTA, OU, 40% A 50%, de entrada, e saldo em 10 parcelas iguais","05 ","ÀREA DO TERRENO, poderá ser utilizado  como estacionamento e  ponto de apoio para  caminhoneiros","AVENIDA POLICARPIO ALVES RIBEIRO,400","BR-101  KM.203","RANCHO ALEGRE",Outras,Alagoas,Brasil,"DERMEVAL BATISTA SANTOS (Batista)","(11) 31052601",grupodbs@uol.com.br,
1019,"Fabrica de fibra sintetica",,Plásticos,Indústria,,0,660000,"Tramaflex com e ind de fibras ltda",11.303.475/0001-73,"Sociedade Simples",Simples,"Fabrica de junco sintético para moveis e equipamentos e moldes para fabricar moveis de Aluminio.",20000,"FIBRA SINTETICA
MOVEIS DE ALUMINIO",,2009,"Monto Empresa para venda.",350000,350000,350000,30000,15000,22%,6000,2,0%,Venda,01,"As fibras são exclusivas , desenvolvidas e difícil copiar ,representam copias fiel a natural .Obs o faturamento baixo porque foi um projeto,Capacidade de produção pode chegar ao faturamento de 350.000 mês existe mercado + a produção dos moveis ","Av Centenário 116","Pv 7","Vila Cristino",Outras,Paraná,Brasil,"Jose Bruno","44 30291516",contato@tramaflex.com.br,
1020,"comercio de licitaçoes",,Distribuidoras,Comércio,,0,100000,"lumini comercial eireli epp",22.053.764/0001-88,"Sociedade Simples",Simples,"trabalhamos com licitaçoes publicas de materiais eletricos para concessionaria de energiia",0,"materiais eletricos","venda por licitaçoes eletronicas",2015,"falta de capital de giro para assumir os contratos assumidos","0,01","0,01",120000,500000,150000,30,130000,2,0,"preço para venda e 100.000,00 e para sociedade de 50% e de 60 mil",2,"linha de produtos pouca concorrencia nesta area ","rua corumbaiba 694",cj2,"vila oratorio","Eldorado Paulista","São Paulo",Brasil,"julio cesar",11984728519,julio@luminieletrica.com.br,juniorsjc5
1021,"Venda de Empresa",,Plásticos,Indústria,,0,11000000,"ADG Industria de Material Plástico Ltda",09.262.345/0001-98,"Sociedade Limitada","Lucro Presumido","8 injetoras de plastico, de 80 a 450 ton, sopradora de 100 litros",330000,"peças técnicas, principalmente ao mercado agricola","serviços de injeção e sopro de grande porte",2007,"troca de ramo. estamos montando um outro empreendimento em outro estado, inviabilizando a presença em ambos estabelecimentos.",4900000,5800000,4700000,460000,130000,12,17000,2,"R$2.600.000,00","venda ou entrada de um socio que possa administrar, pelo fato da mudança de estado para novos negocios. o endividamento é de longo prazo, sendo alguns com ate 70 meses para pagar.",31,"inovamos ao oferecer a prestação de serviços, substituindo rotomoldagem por uma peça com maior qualidade e menor preço, no ganho de escala.","rua gaspar martins,2035",,Petropolis,Outras,"Rio Grande do Sul",Brasil,Gasparetto,5499919078,claitongasparetto@yahoo.com.br,
1022,"vendo exelente boliche",,"Bares e Lanchonetes",Comércio,,0,2500000,"vegas boliche ltda",23.389.152/0001-23,"Sociedade Limitada","Lucro Presumido",???,0,,,??,???,1,1,1,"10,01",1,70%,1,2,??,??,??,???,"Rua visconde de taunay 206 joinville",,"centro via gastronomica",Joinville,"Santa Catarina",Brasil,vanderlei,4796380007,tchetratores@yahoo.com.br,
1023,"PETTROACO METALURGICA",,"Alimentícia ",Indústria,,0,800000,"PETTROACO IND COM ESQUADRIAS METALICAS LTDA",13.402.481/0001-03,"Sociedade Limitada",Simples,"MAQUINAS DE CORTE E SOLDA",30000,"ESTRUTURA METALICA",,2009,"ENDIVIDAMENTO ",3000000,2000000,1000000,95000,45000,35,,2,"IMPRESTIMOS ","PRECISAMOS QUITAR DIVIDAS E NOS SUJEITAMOS A CONDIÇÕES NECESSÁRIAS",12,"PETTROAÇO METALÚRGICA TEM GRANDE RECONHECIMENTO NO SEGUIMENTO DE CONTRUÇÕES METALICAS EM TODO VALE DO ITAJAÍ E REGIÃO NORTE DO ESTADO, MARCA MUITO FORTE. PROFICINAIS COM MÃO DE OBRA QUALIFICADA E SENDO REFERENCIA A ANOS.","RUA THEODORO NUSS","FUNDOS SANTA CLARA",BADENFURT,Blumenau,"Santa Catarina",Brasil,"DIEGO SANGALETTI","47 3327 6168    47 33236119",PETTROACO@GMAIL.COM,
1024,"Kordas & Kordas",,Indústria,Indústria,,0,160000,"ROBERTO FIUZA LIMA INDÚSTRIA DE CORDAS EIRELI – ME",20.994.127/0001-80,"Sociedade Simples",Simples,"IMOBILIZADO:R$146.650,00, sendo, Equipamentos de Informática                               R$120,00; Móveis e Utensílios R$8.980,00;Máquinas e Equipamentos R$ 136.050,00 e Instalações R$ 1.500,00.",0,"cordas torcidas e trançadas multiuso",,2014,"Falta de capital de giro.",0,0,0,0,0,30,0,2,"R$ 10.000,00","à vista 100% da participação",0,"Produto com vasto mercado e custo operacional baixo com a fábrica localizada em excelente localização sem outras fábricas concorrentes na região de Florianópolis e região.","Rua São Leopoldo",78,Aririú,"Sul do Brasil","Santa Catarina",Brasil,Roberto,(48)32833745,rabelo211@gmail.com,
1025,"Vendo CNPJ com quase 20 anos ",,Restaurantes,Comércio,,0,10000,"Costa e Souza Video Locadora Ltda ME",01.212.073/0001-00,"Sociedade Limitada",Simples,"CNPJ Ativo",10000,,"Alimentação / Videolocadora",1996,"Querendo tirar o CNPJ de meu nome.",0000,0000,0000,0000,0000,000,,0,,"À VISTA",,,"Rua José Maria da Luz, 475","sala 2","José Mendes",Florianópolis,"Santa Catarina",Brasil,"Fabio Costa","48 9916-3063",fabio_costa_floripa@yahoo.com.br,
1026,"EMPRESA DE GONDOLAS E PORTA PALLETES",,Indústria,Indústria,,0,250000,"EXPOSISUL ",07.190.299/0001-33,"Sociedade Simples",Simples,,,"gondolas porta palets instalações comerciais em geral",,2005,"mudança de ramo",1400830,1329000,1436000,150000,30000,20,12000,2,,,06,"produto de acordo com o projeto do cliente. pouca concorrencia no estado","RD SC301",,COLONIAL,Outras,"Santa Catarina",Brasil,SIDNEI,4788061796,financeiro@exposisul.com.br,patricia.schadek
1027,"Restaurante hamburgueria gourmet ",,"Bares e Lanchonetes",Comércio,,0,160000,"Thonia carla cadorin me",17.949.522/0001-37,"Sociedade Simples",Simples,"Cozinha industrial completa , salão completo , ar condicionado de 600000 btus , cortinas de ar , computadores etc...",25000,"Hamburguers , carnes , e bebidas",,2015,"Novos investimentos",0,0,900000,75000,18750,25,13750,2,Nenhum,"Aceitamos carro ou imovel a negociar ","8 ","Abrimos em dois periodos almoço e jantar nossa região esta crescendo muito e tambem é super valorizada e mesmo assim temos um aluguel muito barato . Temos um otimo produto e estamos crescendo menssalmente.","Desembargador nelson nunez guimaraes ",,"Atiradores ",Joinville,"Santa Catarina",Brasil,"Alberto ","47 30282707 ",Bctescritorios@gmail.com,
1028,"Vende Empresa / Terreno",,Outras,Serviços,,0,350000,"Márcia  BrittoServiços",13.642.903/0001-18,"Sociedade Simples",Simples,"1 Terreno de 1000 metros.",,,"reforma da construção civil, evento, beleza para pessoa física e empresas.",16/04/20111,"Outro ramo de negócio.",132000,140000,155000,35000,420000,30,,2," R$ 12.000,00 ","Entrada de R$ 100.000,00 e o restante parcelado em até 72  x vezes, parcelas iguais de R$ 3.472,00 ",08,"A diferença é o atendimento ao público, direto no domicílio e criação de novos serviços.","Avenida Paulista",,"Cerqueira César",Outras,"São Paulo",Brasil,Márcia,(11)982686490,riqueza28progresso@gmail.com,
1029,"Empresa de embalages Especiais",,Plásticos,Indústria,,0,350000,"Eticampi Etiquetas e Rótulos",14.869.855/0001-68,"Sociedade Limitada",Simples,"Extrusoras, refiladoras, impressoras, corte e solda e periféricos",40000,"Impressão em Plástico, papel e adesivo","Pequenas embalagens, onde os clientes não tem opção em fábricas grandes atendemos todo o tipo de cliente desde 10kg até toneladas",2012,"Um dos sócios passou em concurso federal e vai assumir o cargo.",580000,679000,890000,75000,31000,25,19000,1,"Zero 0,00","Preço para venda da empresa rodando com os equipamentos sem o Barracão, imóvel não está a venda mas pode ser locado. Interessa somente venda total, posso pegar imóvel ou carro como parte do pagto.",2,"Negócio em franca expansão, fazemos embalagens em pequenas tiragens devido ao nosso maquinário e hoje temos clientes no Brasil Inteiro, no negócio vai os representantes também.","Rua Angelo Zanetti, 10",,Itaboa,Outras,Paraná,Brasil,"Damiao Cipriano",4135552575,vendas@eticampi.com.br,
1030,"BENVENUTTI EMPORIUM",,"Supermercados - Mercado",Comércio,,0,,"BENVENUTTI EMPORIUM COMERCIO DE ALIMENTOS LTDA",22.635.039/0001-18,"Sociedade Simples",Simples,"FATIADOR, MOVEUS, REFRIGERADOS, INFORMATICA, BALCAO DE FRIOS, MESA DE INOX",20000,"PRODUTOS IMPORTADOS E NAICOANIS, VINHO, MASSAS, CERVEJAS, BEBIDAS EM GERAL, PAES, PASTEIS ASSADOS, FIAMBRERIA ENTRE OUTROS. ","HAPPY HOUR, SERVIMOS PASTEIS ASSADOS E LANCHES.","JUNHO 2015","NOVOS INVESTIMENTOS.",0,0,0,10000,6000,60,4000,2,,,,,"RUA DO GUIA LOPES 344","SALA 01","CENTRO - EXPOSIÇÃO",Outras,"Rio Grande do Sul",Brasil,"HELIO / WILIAM","54 3537-6131 /54 9158-1242 / 9704-6642",BENVENUTTIEMPORIU@GMAIL.COM,
1031,"BENVENUTTI EMPORIUM",,"Supermercados - Mercado",Comércio,,0,250000,"BENVENUTTI EMPORIUM COMERCIO DE ALIMENTOS LTDA",22.635.039/0001-18,"Sociedade Simples",Simples,"FATIADOR, REFRIGERADOS, MESA DE INOX, MOVEIS, BALANÇAS",20000,"FRIAMBRERIA, PRODUTOS NACIONAIS E IMPROTADOS, VINHOS, MASSAS, CERVEJAS ARTESANAIS...","HAPPY HOR, EVENTOS SEGMENTADOS...","JUNHO 2015","NOVOS INVSTIMENTOS",0,0,0,10000,6000,60,4000,2,0,,0,"ESPAÇO DIFERENCIADO PARA HAPPY HOUR.","RUA DO GUIA LOPES 344","SALA 01","CENTRO - EXPOSIÇÃO",Outras,"Rio Grande do Sul",Brasil,"HELIO / WILIAM","54 3537-6131 /54 9158-1242 / 9704-6642",BENVENUTTIEMPORIU@GMAIL.COM,
1032,"QUICK MOTORS PEÇAS ACESSÓRIO E OFICINA",,Outras,Serviços,,0,180000,"ANA PAULA LOPES BATISTA -ME",07.163.115/0001-46,"Sociedade Simples",Simples,,0,"SOBE ENCOMENDA ","OFICINA DE MOTOCICLETA DE ALTA E BAIXA CILINDRADA, PARTE ELETRICA, ALINHAMENTOS EM GERAL - FAZEMOS QUALQUER TIPO DE SERVIÇO",2004,"MUDANÇA DE  ESTADO",160000,290000,350000,25000,8000,45,4000,2,,,2,"OFICINA DE ALTO PADRÃO A MAIS BONITA E EQUIPADA DO ABC POSSUI DINAMÔMETRO ","CASTRO ALVES 868",LOJA,"OSVALDO CRUZ- SÃO CAETANO DO SUL",Outras,"São Paulo",Brasil,CHRYSTIAN,"11 78950196",QUICKMOTORS@HOTMAIL.COM,
1033,"dap  postes",,"Massa pronta, Construção Civil.",Indústria,,0,700000,"dap ind e com de pre moldados em concreto ltda",57.822.116/0001-23,"Sociedade Limitada","Lucro Real",,700000,"postes tc e dt",,,,2000000,2500000,3000000,250000,125000,120,,1,,"os dois",10,"clientes grandes loteadoras , instaladoras , construtoras  e concessionarias de energia energisa , cpfl e elektro","rua da biotita 710 cda assis sp",,"distrito  industrial",Outras,"São Paulo",Brasil,"fernando andrade diniz","18 33243568",dapindustria@terra.com.br,
1034,"excelente empreeendimento educacional",,Escolas,Serviços,,0,500000,"COLEGIO SABER DE OURINHOS LTDA",05.169.474/0001-85,"Sociedade Limitada",Simples,"toda equipada para funcionar como escola ",,,,2002,"mudança de cidade ",650000,720000,948000,70000,7000,10,6500,1,,"a vista, aceitamos carros como parte do pagamento.",28,"Escola construida para ser escola, desde berçario ate o 9°ano. área total 5000m² e 2500m² de area construida.Hoje com 160 alunos  e condições de ter 300 fisicamente. Cidade em desenvolvimento com 120 mil habitantes no momento. aluguel do predio a combinar","RUA JOÃO MOYA RESTOY 445",,"JARDIM PAULISTA",Outras,"São Paulo",Brasil,"ANA LAURA NICASTRO","14 997820091",ana.nicastro@gmail.com,
1035,"Pet Shop - Com ótima clientela, melhor ponto comercial a venda",,"Lojas Shopping",Comércio,,0,900000,"Agropet Sete Bichos Ltda.",09.516.750/0001-95,"Sociedade Limitada",Simples,"Todos os moveis, arquarios, banho e tosa complento, moveis estoque e consultorio, ar condicionado de todos os ambientes, Computador, impressora fiscal, jato tinta, cameras de monitoramento de todos os ambientes.",500000,"Pet Shop","Banho e tosa",2008,"Não temos mais necessidade de trabalhar de segunda a segunda estamos iniciando um novo empreendimento de segunda a sexta",950000,1050000,1250000,105000,60000,60,30000,2,"nada em aberto","Troca por imóvel de menor valor e o restante em dinheiro ",9,"Estar dentro da cooper garcia onde tem movimento constante de compradores, estacionamento coberto, ar condicionado, segurança, site ecomerce com grande possibilidade de vendas. Marca consolidada ","RUA AMAZONAS","salas 01-02-15-16",Garcia,Blumenau,"Santa Catarina",Brasil,"Rafael Lopes",4733263422,setebichos@setebichos.com.br,
1036,"empresa distribuidora de produtos para saúde - correlatos",,Atacadistas,Comércio,,0,250000,"GDZ MEDICAL",17.827.281/0001-53,"Sociedade Simples",Simples,,,,,,,0,0,0,0,0,0,0,2,0,"Venda total",0,"Nunca emitiu NF. possui AFE ANVISA com as atividades: importação, exportação, distribuição e armazenamento. sede na cidade de são carlos-sp","são carlos",,"são carlos",Outras,"São Paulo",Brasil,"rosa maria","16 99203-9939",marcosdepetri@hotmail.com,
1037,"Fabrica de implantes odontológicos",,Indústria,Indústria,,0,2500000,SIS,06.133.597/0001-29,"Sociedade Simples",Simples,,300000,"implantes e componentes para odontologia.",,2004,,0,0,0,0,0,0,0,1,0,"venda total",0,"implante odontológico com patente junto ao INPI. nunca vendeu e com registros junto a ANVISA.","Ribeirão Preto",,ribeirão,Outras,"São Paulo",Brasil,marcos,"16 99203-9939",marcosdepetri@hotmail.com,
1038,"pequena empresa no ramo de venda material para escritório",,"Livraria - Papelaria",Comércio,,0,550000,"MMJ Rio 2009 comércio e serviço eireli me",11.297.358/0001-44,"Sociedade Simples",Simples,,300000,"Toda linha para escritório, papelaria, suprimentos para informática,produtos para limpeza",,2009,Endividamento,1950000,1500000,480000,50000,30000,50,15000,2,"300.000,00",,7,"Revedemos diretamente para pessoa jurídica. Negócio com alta rentabilidade, carteira com mais de 700 clientes,pouca inadimplência,funcionários extremamente dedicados. Produto de alta aceitabilidade no mercado.","Rua dos Andradas, 161",,Centro,Outras,"Rio de Janeiro",Brasil,"Maristela Constancio",2125166516,Maristelajf@gmail.com.br,"Maristela.Constancio 1"
